id	client_name	部位id(武器110以上(剑110)，头盔101，衣服102，腰带103，裤子104，鞋子105，时装106，戒指107，徽章108，魂器109,装备类型必须大于100,因为物品类型小于100)	角色id	强化等级	强化获得属性AttrId（当前等级对应属性的绝对值，非累加）	附加属性	[{下降等级,百分比}]	消耗id	武器强化特效，[]是equip_effect表ID
20103045	法师腰带强化45	103	2	45	10410045		[{0,100}]	1245	
20103046	法师腰带强化46	103	2	46	10410046		[{0,100}]	1246	
20103047	法师腰带强化47	103	2	47	10410047		[{0,100}]	1247	
20103048	法师腰带强化48	103	2	48	10410048		[{0,100}]	1248	
20103049	法师腰带强化49	103	2	49	10410049		[{0,100}]	1249	
20103050	法师腰带强化50	103	2	50	10410050		[{0,100}]	1250	
20103051	法师腰带强化51	103	2	51	10410051		[{0,100}]	1251	
20103052	法师腰带强化52	103	2	52	10410052		[{0,100}]	1252	
20103053	法师腰带强化53	103	2	53	10410053		[{0,100}]	1253	
20103054	法师腰带强化54	103	2	54	10410054		[{0,100}]	1254	
20103055	法师腰带强化55	103	2	55	10410055		[{0,100}]	1255	
20103056	法师腰带强化56	103	2	56	10410056		[{0,100}]	1256	
20103057	法师腰带强化57	103	2	57	10410057		[{0,100}]	1257	
20103058	法师腰带强化58	103	2	58	10410058		[{0,100}]	1258	
20103059	法师腰带强化59	103	2	59	10410059		[{0,100}]	1259	
20103060	法师腰带强化60	103	2	60	10410060		[{0,100}]	1260	
20103061	法师腰带强化61	103	2	61	10410061		[{0,100}]	1261	
20103062	法师腰带强化62	103	2	62	10410062		[{0,100}]	1262	
20103063	法师腰带强化63	103	2	63	10410063		[{0,100}]	1263	
20103064	法师腰带强化64	103	2	64	10410064		[{0,100}]	1264	
20103065	法师腰带强化65	103	2	65	10410065		[{0,100}]	1265	
20103066	法师腰带强化66	103	2	66	10410066		[{0,100}]	1266	
20103067	法师腰带强化67	103	2	67	10410067		[{0,100}]	1267	
20103068	法师腰带强化68	103	2	68	10410068		[{0,100}]	1268	
20103069	法师腰带强化69	103	2	69	10410069		[{0,100}]	1269	
20103070	法师腰带强化70	103	2	70	10410070		[{0,100}]	1270	
20103071	法师腰带强化71	103	2	71	10410071		[{0,100}]	1271	
20103072	法师腰带强化72	103	2	72	10410072		[{0,100}]	1272	
20103073	法师腰带强化73	103	2	73	10410073		[{0,100}]	1273	
20103074	法师腰带强化74	103	2	74	10410074		[{0,100}]	1274	
20103075	法师腰带强化75	103	2	75	10410075		[{0,100}]	1275	
20103076	法师腰带强化76	103	2	76	10410076		[{0,100}]	1276	
20103077	法师腰带强化77	103	2	77	10410077		[{0,100}]	1277	
20103078	法师腰带强化78	103	2	78	10410078		[{0,100}]	1278	
20103079	法师腰带强化79	103	2	79	10410079		[{0,100}]	1279	
20103080	法师腰带强化80	103	2	80	10410080		[{0,100}]	1280	
20103081	法师腰带强化81	103	2	81	10410081		[{0,100}]	1281	
20103082	法师腰带强化82	103	2	82	10410082		[{0,100}]	1282	
20103083	法师腰带强化83	103	2	83	10410083		[{0,100}]	1283	
20103084	法师腰带强化84	103	2	84	10410084		[{0,100}]	1284	
20103085	法师腰带强化85	103	2	85	10410085		[{0,100}]	1285	
20103086	法师腰带强化86	103	2	86	10410086		[{0,100}]	1286	
20103087	法师腰带强化87	103	2	87	10410087		[{0,100}]	1287	
20103088	法师腰带强化88	103	2	88	10410088		[{0,100}]	1288	
20103089	法师腰带强化89	103	2	89	10410089		[{0,100}]	1289	
20103090	法师腰带强化90	103	2	90	10410090		[{0,100}]	1290	
20103091	法师腰带强化91	103	2	91	10410091		[{0,100}]	1291	
20103092	法师腰带强化92	103	2	92	10410092		[{0,100}]	1292	
20103093	法师腰带强化93	103	2	93	10410093		[{0,100}]	1293	
20103094	法师腰带强化94	103	2	94	10410094		[{0,100}]	1294	
20103095	法师腰带强化95	103	2	95	10410095		[{0,100}]	1295	
20103096	法师腰带强化96	103	2	96	10410096		[{0,100}]	1296	
20103097	法师腰带强化97	103	2	97	10410097		[{0,100}]	1297	
20103098	法师腰带强化98	103	2	98	10410098		[{0,100}]	1298	
20103099	法师腰带强化99	103	2	99	10410099		[{0,100}]	1299	
20103100	法师腰带强化100	103	2	100	10410100		[{0,100}]	1300	
20104000	法师裤子强化0	104	2	0	10510000		[{0,100}]	1	
20104001	法师裤子强化1	104	2	1	10510001		[{0,100}]	1201	
20104002	法师裤子强化2	104	2	2	10510002		[{0,100}]	1202	
20104003	法师裤子强化3	104	2	3	10510003		[{0,100}]	1203	
20104004	法师裤子强化4	104	2	4	10510004		[{0,100}]	1204	
20104005	法师裤子强化5	104	2	5	10510005		[{0,100}]	1205	
20104006	法师裤子强化6	104	2	6	10510006		[{0,100}]	1206	
20104007	法师裤子强化7	104	2	7	10510007		[{0,100}]	1207	
20104008	法师裤子强化8	104	2	8	10510008		[{0,100}]	1208	
20104009	法师裤子强化9	104	2	9	10510009		[{0,100}]	1209	
20104010	法师裤子强化10	104	2	10	10510010		[{0,100}]	1210	
20104011	法师裤子强化11	104	2	11	10510011		[{0,100}]	1211	
20104012	法师裤子强化12	104	2	12	10510012		[{0,100}]	1212	
20104013	法师裤子强化13	104	2	13	10510013		[{0,100}]	1213	
20104014	法师裤子强化14	104	2	14	10510014		[{0,100}]	1214	
20104015	法师裤子强化15	104	2	15	10510015		[{0,100}]	1215	
20104016	法师裤子强化16	104	2	16	10510016		[{0,100}]	1216	
20104017	法师裤子强化17	104	2	17	10510017		[{0,100}]	1217	
20104018	法师裤子强化18	104	2	18	10510018		[{0,100}]	1218	
20104019	法师裤子强化19	104	2	19	10510019		[{0,100}]	1219	
20104020	法师裤子强化20	104	2	20	10510020		[{0,100}]	1220	
20104021	法师裤子强化21	104	2	21	10510021		[{0,100}]	1221	
20104022	法师裤子强化22	104	2	22	10510022		[{0,100}]	1222	
20104023	法师裤子强化23	104	2	23	10510023		[{0,100}]	1223	
20104024	法师裤子强化24	104	2	24	10510024		[{0,100}]	1224	
20104025	法师裤子强化25	104	2	25	10510025		[{0,100}]	1225	
20104026	法师裤子强化26	104	2	26	10510026		[{0,100}]	1226	
20104027	法师裤子强化27	104	2	27	10510027		[{0,100}]	1227	
20104028	法师裤子强化28	104	2	28	10510028		[{0,100}]	1228	
20104029	法师裤子强化29	104	2	29	10510029		[{0,100}]	1229	
20104030	法师裤子强化30	104	2	30	10510030		[{0,100}]	1230	
20104031	法师裤子强化31	104	2	31	10510031		[{0,100}]	1231	
20104032	法师裤子强化32	104	2	32	10510032		[{0,100}]	1232	
20104033	法师裤子强化33	104	2	33	10510033		[{0,100}]	1233	
20104034	法师裤子强化34	104	2	34	10510034		[{0,100}]	1234	
20104035	法师裤子强化35	104	2	35	10510035		[{0,100}]	1235	
20104036	法师裤子强化36	104	2	36	10510036		[{0,100}]	1236	
20104037	法师裤子强化37	104	2	37	10510037		[{0,100}]	1237	
20104038	法师裤子强化38	104	2	38	10510038		[{0,100}]	1238	
20104039	法师裤子强化39	104	2	39	10510039		[{0,100}]	1239	
20104040	法师裤子强化40	104	2	40	10510040		[{0,100}]	1240	
20104041	法师裤子强化41	104	2	41	10510041		[{0,100}]	1241	
20104042	法师裤子强化42	104	2	42	10510042		[{0,100}]	1242	
20104043	法师裤子强化43	104	2	43	10510043		[{0,100}]	1243	
20104044	法师裤子强化44	104	2	44	10510044		[{0,100}]	1244	
20104045	法师裤子强化45	104	2	45	10510045		[{0,100}]	1245	
20104046	法师裤子强化46	104	2	46	10510046		[{0,100}]	1246	
20104047	法师裤子强化47	104	2	47	10510047		[{0,100}]	1247	
20104048	法师裤子强化48	104	2	48	10510048		[{0,100}]	1248	
20104049	法师裤子强化49	104	2	49	10510049		[{0,100}]	1249	
20104050	法师裤子强化50	104	2	50	10510050		[{0,100}]	1250	
20104051	法师裤子强化51	104	2	51	10510051		[{0,100}]	1251	
20104052	法师裤子强化52	104	2	52	10510052		[{0,100}]	1252	
20104053	法师裤子强化53	104	2	53	10510053		[{0,100}]	1253	
20104054	法师裤子强化54	104	2	54	10510054		[{0,100}]	1254	
20104055	法师裤子强化55	104	2	55	10510055		[{0,100}]	1255	
20104056	法师裤子强化56	104	2	56	10510056		[{0,100}]	1256	
20104057	法师裤子强化57	104	2	57	10510057		[{0,100}]	1257	
20104058	法师裤子强化58	104	2	58	10510058		[{0,100}]	1258	
20104059	法师裤子强化59	104	2	59	10510059		[{0,100}]	1259	
20104060	法师裤子强化60	104	2	60	10510060		[{0,100}]	1260	
20104061	法师裤子强化61	104	2	61	10510061		[{0,100}]	1261	
20104062	法师裤子强化62	104	2	62	10510062		[{0,100}]	1262	
20104063	法师裤子强化63	104	2	63	10510063		[{0,100}]	1263	
20104064	法师裤子强化64	104	2	64	10510064		[{0,100}]	1264	
20104065	法师裤子强化65	104	2	65	10510065		[{0,100}]	1265	
20104066	法师裤子强化66	104	2	66	10510066		[{0,100}]	1266	
20104067	法师裤子强化67	104	2	67	10510067		[{0,100}]	1267	
20104068	法师裤子强化68	104	2	68	10510068		[{0,100}]	1268	
20104069	法师裤子强化69	104	2	69	10510069		[{0,100}]	1269	
20104070	法师裤子强化70	104	2	70	10510070		[{0,100}]	1270	
20104071	法师裤子强化71	104	2	71	10510071		[{0,100}]	1271	
20104072	法师裤子强化72	104	2	72	10510072		[{0,100}]	1272	
20104073	法师裤子强化73	104	2	73	10510073		[{0,100}]	1273	
20104074	法师裤子强化74	104	2	74	10510074		[{0,100}]	1274	
20104075	法师裤子强化75	104	2	75	10510075		[{0,100}]	1275	
20104076	法师裤子强化76	104	2	76	10510076		[{0,100}]	1276	
20104077	法师裤子强化77	104	2	77	10510077		[{0,100}]	1277	
20104078	法师裤子强化78	104	2	78	10510078		[{0,100}]	1278	
20104079	法师裤子强化79	104	2	79	10510079		[{0,100}]	1279	
20104080	法师裤子强化80	104	2	80	10510080		[{0,100}]	1280	
20104081	法师裤子强化81	104	2	81	10510081		[{0,100}]	1281	
20104082	法师裤子强化82	104	2	82	10510082		[{0,100}]	1282	
20104083	法师裤子强化83	104	2	83	10510083		[{0,100}]	1283	
20104084	法师裤子强化84	104	2	84	10510084		[{0,100}]	1284	
20104085	法师裤子强化85	104	2	85	10510085		[{0,100}]	1285	
20104086	法师裤子强化86	104	2	86	10510086		[{0,100}]	1286	
20104087	法师裤子强化87	104	2	87	10510087		[{0,100}]	1287	
20104088	法师裤子强化88	104	2	88	10510088		[{0,100}]	1288	
20104089	法师裤子强化89	104	2	89	10510089		[{0,100}]	1289	
20104090	法师裤子强化90	104	2	90	10510090		[{0,100}]	1290	
20104091	法师裤子强化91	104	2	91	10510091		[{0,100}]	1291	
20104092	法师裤子强化92	104	2	92	10510092		[{0,100}]	1292	
20104093	法师裤子强化93	104	2	93	10510093		[{0,100}]	1293	
20104094	法师裤子强化94	104	2	94	10510094		[{0,100}]	1294	
20104095	法师裤子强化95	104	2	95	10510095		[{0,100}]	1295	
20104096	法师裤子强化96	104	2	96	10510096		[{0,100}]	1296	
20104097	法师裤子强化97	104	2	97	10510097		[{0,100}]	1297	
20104098	法师裤子强化98	104	2	98	10510098		[{0,100}]	1298	
20104099	法师裤子强化99	104	2	99	10510099		[{0,100}]	1299	
20104100	法师裤子强化100	104	2	100	10510100		[{0,100}]	1300	
20105000	法师鞋子强化0	105	2	0	10610000		[{0,100}]	1	
20105001	法师鞋子强化1	105	2	1	10610001		[{0,100}]	1001	
20105002	法师鞋子强化2	105	2	2	10610002		[{0,100}]	1002	
20105003	法师鞋子强化3	105	2	3	10610003		[{0,100}]	1003	
20105004	法师鞋子强化4	105	2	4	10610004		[{0,100}]	1004	
20105005	法师鞋子强化5	105	2	5	10610005		[{0,100}]	1005	
20105006	法师鞋子强化6	105	2	6	10610006		[{0,100}]	1006	
20105007	法师鞋子强化7	105	2	7	10610007		[{0,100}]	1007	
20105008	法师鞋子强化8	105	2	8	10610008		[{0,100}]	1008	
20105009	法师鞋子强化9	105	2	9	10610009		[{0,100}]	1009	
20105010	法师鞋子强化10	105	2	10	10610010		[{0,100}]	1010	
20105011	法师鞋子强化11	105	2	11	10610011		[{0,100}]	1011	
20105012	法师鞋子强化12	105	2	12	10610012		[{0,100}]	1012	
20105013	法师鞋子强化13	105	2	13	10610013		[{0,100}]	1013	
20105014	法师鞋子强化14	105	2	14	10610014		[{0,100}]	1014	
20105015	法师鞋子强化15	105	2	15	10610015		[{0,100}]	1015	
20105016	法师鞋子强化16	105	2	16	10610016		[{0,100}]	1016	
20105017	法师鞋子强化17	105	2	17	10610017		[{0,100}]	1017	
20105018	法师鞋子强化18	105	2	18	10610018		[{0,100}]	1018	
20105019	法师鞋子强化19	105	2	19	10610019		[{0,100}]	1019	
20105020	法师鞋子强化20	105	2	20	10610020		[{0,100}]	1020	
20105021	法师鞋子强化21	105	2	21	10610021		[{0,100}]	1021	
20105022	法师鞋子强化22	105	2	22	10610022		[{0,100}]	1022	
20105023	法师鞋子强化23	105	2	23	10610023		[{0,100}]	1023	
20105024	法师鞋子强化24	105	2	24	10610024		[{0,100}]	1024	
20105025	法师鞋子强化25	105	2	25	10610025		[{0,100}]	1025	
20105026	法师鞋子强化26	105	2	26	10610026		[{0,100}]	1026	
20105027	法师鞋子强化27	105	2	27	10610027		[{0,100}]	1027	
20105028	法师鞋子强化28	105	2	28	10610028		[{0,100}]	1028	
20105029	法师鞋子强化29	105	2	29	10610029		[{0,100}]	1029	
20105030	法师鞋子强化30	105	2	30	10610030		[{0,100}]	1030	
20105031	法师鞋子强化31	105	2	31	10610031		[{0,100}]	1031	
20105032	法师鞋子强化32	105	2	32	10610032		[{0,100}]	1032	
20105033	法师鞋子强化33	105	2	33	10610033		[{0,100}]	1033	
20105034	法师鞋子强化34	105	2	34	10610034		[{0,100}]	1034	
20105035	法师鞋子强化35	105	2	35	10610035		[{0,100}]	1035	
20105036	法师鞋子强化36	105	2	36	10610036		[{0,100}]	1036	
20105037	法师鞋子强化37	105	2	37	10610037		[{0,100}]	1037	
20105038	法师鞋子强化38	105	2	38	10610038		[{0,100}]	1038	
20105039	法师鞋子强化39	105	2	39	10610039		[{0,100}]	1039	
20105040	法师鞋子强化40	105	2	40	10610040		[{0,100}]	1040	
20105041	法师鞋子强化41	105	2	41	10610041		[{0,100}]	1041	
20105042	法师鞋子强化42	105	2	42	10610042		[{0,100}]	1042	
20105043	法师鞋子强化43	105	2	43	10610043		[{0,100}]	1043	
20105044	法师鞋子强化44	105	2	44	10610044		[{0,100}]	1044	
20105045	法师鞋子强化45	105	2	45	10610045		[{0,100}]	1045	
20105046	法师鞋子强化46	105	2	46	10610046		[{0,100}]	1046	
20105047	法师鞋子强化47	105	2	47	10610047		[{0,100}]	1047	
20105048	法师鞋子强化48	105	2	48	10610048		[{0,100}]	1048	
20105049	法师鞋子强化49	105	2	49	10610049		[{0,100}]	1049	
20105050	法师鞋子强化50	105	2	50	10610050		[{0,100}]	1050	
20105051	法师鞋子强化51	105	2	51	10610051		[{0,100}]	1051	
20105052	法师鞋子强化52	105	2	52	10610052		[{0,100}]	1052	
20105053	法师鞋子强化53	105	2	53	10610053		[{0,100}]	1053	
20105054	法师鞋子强化54	105	2	54	10610054		[{0,100}]	1054	
20105055	法师鞋子强化55	105	2	55	10610055		[{0,100}]	1055	
20105056	法师鞋子强化56	105	2	56	10610056		[{0,100}]	1056	
20105057	法师鞋子强化57	105	2	57	10610057		[{0,100}]	1057	
20105058	法师鞋子强化58	105	2	58	10610058		[{0,100}]	1058	
20105059	法师鞋子强化59	105	2	59	10610059		[{0,100}]	1059	
20105060	法师鞋子强化60	105	2	60	10610060		[{0,100}]	1060	
20105061	法师鞋子强化61	105	2	61	10610061		[{0,100}]	1061	
20105062	法师鞋子强化62	105	2	62	10610062		[{0,100}]	1062	
20105063	法师鞋子强化63	105	2	63	10610063		[{0,100}]	1063	
20105064	法师鞋子强化64	105	2	64	10610064		[{0,100}]	1064	
20105065	法师鞋子强化65	105	2	65	10610065		[{0,100}]	1065	
20105066	法师鞋子强化66	105	2	66	10610066		[{0,100}]	1066	
20105067	法师鞋子强化67	105	2	67	10610067		[{0,100}]	1067	
20105068	法师鞋子强化68	105	2	68	10610068		[{0,100}]	1068	
20105069	法师鞋子强化69	105	2	69	10610069		[{0,100}]	1069	
20105070	法师鞋子强化70	105	2	70	10610070		[{0,100}]	1070	
20105071	法师鞋子强化71	105	2	71	10610071		[{0,100}]	1071	
20105072	法师鞋子强化72	105	2	72	10610072		[{0,100}]	1072	
20105073	法师鞋子强化73	105	2	73	10610073		[{0,100}]	1073	
20105074	法师鞋子强化74	105	2	74	10610074		[{0,100}]	1074	
20105075	法师鞋子强化75	105	2	75	10610075		[{0,100}]	1075	
20105076	法师鞋子强化76	105	2	76	10610076		[{0,100}]	1076	
20105077	法师鞋子强化77	105	2	77	10610077		[{0,100}]	1077	
20105078	法师鞋子强化78	105	2	78	10610078		[{0,100}]	1078	
20105079	法师鞋子强化79	105	2	79	10610079		[{0,100}]	1079	
20105080	法师鞋子强化80	105	2	80	10610080		[{0,100}]	1080	
20105081	法师鞋子强化81	105	2	81	10610081		[{0,100}]	1081	
20105082	法师鞋子强化82	105	2	82	10610082		[{0,100}]	1082	
20105083	法师鞋子强化83	105	2	83	10610083		[{0,100}]	1083	
20105084	法师鞋子强化84	105	2	84	10610084		[{0,100}]	1084	
20105085	法师鞋子强化85	105	2	85	10610085		[{0,100}]	1085	
20105086	法师鞋子强化86	105	2	86	10610086		[{0,100}]	1086	
20105087	法师鞋子强化87	105	2	87	10610087		[{0,100}]	1087	
20105088	法师鞋子强化88	105	2	88	10610088		[{0,100}]	1088	
20105089	法师鞋子强化89	105	2	89	10610089		[{0,100}]	1089	
20105090	法师鞋子强化90	105	2	90	10610090		[{0,100}]	1090	
20105091	法师鞋子强化91	105	2	91	10610091		[{0,100}]	1091	
20105092	法师鞋子强化92	105	2	92	10610092		[{0,100}]	1092	
20105093	法师鞋子强化93	105	2	93	10610093		[{0,100}]	1093	
20105094	法师鞋子强化94	105	2	94	10610094		[{0,100}]	1094	
20105095	法师鞋子强化95	105	2	95	10610095		[{0,100}]	1095	
20105096	法师鞋子强化96	105	2	96	10610096		[{0,100}]	1096	
20105097	法师鞋子强化97	105	2	97	10610097		[{0,100}]	1097	
20105098	法师鞋子强化98	105	2	98	10610098		[{0,100}]	1098	
20105099	法师鞋子强化99	105	2	99	10610099		[{0,100}]	1099	
20105100	法师鞋子强化100	105	2	100	10610100		[{0,100}]	1100	
20107000	法师戒指强化0	107	2	0	10710000		[{0,100}]	1	
20107001	法师戒指强化1	107	2	1	10710001		[{0,100}]	1201	
20107002	法师戒指强化2	107	2	2	10710002		[{0,100}]	1202	
20107003	法师戒指强化3	107	2	3	10710003		[{0,100}]	1203	
20107004	法师戒指强化4	107	2	4	10710004		[{0,100}]	1204	
20107005	法师戒指强化5	107	2	5	10710005		[{0,100}]	1205	
20107006	法师戒指强化6	107	2	6	10710006		[{0,100}]	1206	
20107007	法师戒指强化7	107	2	7	10710007		[{0,100}]	1207	
20107008	法师戒指强化8	107	2	8	10710008		[{0,100}]	1208	
20107009	法师戒指强化9	107	2	9	10710009		[{0,100}]	1209	
20107010	法师戒指强化10	107	2	10	10710010		[{0,100}]	1210	
20107011	法师戒指强化11	107	2	11	10710011		[{0,100}]	1211	
20107012	法师戒指强化12	107	2	12	10710012		[{0,100}]	1212	
20107013	法师戒指强化13	107	2	13	10710013		[{0,100}]	1213	
20107014	法师戒指强化14	107	2	14	10710014		[{0,100}]	1214	
20107015	法师戒指强化15	107	2	15	10710015		[{0,100}]	1215	
20107016	法师戒指强化16	107	2	16	10710016		[{0,100}]	1216	
20107017	法师戒指强化17	107	2	17	10710017		[{0,100}]	1217	
20107018	法师戒指强化18	107	2	18	10710018		[{0,100}]	1218	
20107019	法师戒指强化19	107	2	19	10710019		[{0,100}]	1219	
20107020	法师戒指强化20	107	2	20	10710020		[{0,100}]	1220	
20107021	法师戒指强化21	107	2	21	10710021		[{0,100}]	1221	
20107022	法师戒指强化22	107	2	22	10710022		[{0,100}]	1222	
20107023	法师戒指强化23	107	2	23	10710023		[{0,100}]	1223	
20107024	法师戒指强化24	107	2	24	10710024		[{0,100}]	1224	
20107025	法师戒指强化25	107	2	25	10710025		[{0,100}]	1225	
20107026	法师戒指强化26	107	2	26	10710026		[{0,100}]	1226	
20107027	法师戒指强化27	107	2	27	10710027		[{0,100}]	1227	
20107028	法师戒指强化28	107	2	28	10710028		[{0,100}]	1228	
20107029	法师戒指强化29	107	2	29	10710029		[{0,100}]	1229	
20107030	法师戒指强化30	107	2	30	10710030		[{0,100}]	1230	
20107031	法师戒指强化31	107	2	31	10710031		[{0,100}]	1231	
20107032	法师戒指强化32	107	2	32	10710032		[{0,100}]	1232	
20107033	法师戒指强化33	107	2	33	10710033		[{0,100}]	1233	
